Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Age
Soeun,Bang Soeun,방소은,소은,2005-12-10,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F,21.0
Soeun,Park Soeun,박소은,소은,2002-10-26,Weeekly,30/07/2020,Play M,South Korea,,168.0,,,,,F,24.0
Sohee,Uhm Sohee,음소희,소희,2004-01-01,,,,South Korea,,,,,,ICHILLIN',F,22.0
Sohee,Kim Sohee,김소희,소희,1999-12-31,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F,27.0
Sohee,Kim Sohee,소희,김소희,1995-01-20,Nature,3/08/2018,n.CH,South Korea,,162.0,41.0,Busan,C.I.V.A,I.B.I,F,31.0
Sohee,Kim Sohee,김소희,소희,2003-08-14,Rocket Punch,7/08/2019,Woollim,South Korea,,161.0,46.0,,,,F,23.0
Sohye,Kim Sohye,김소혜,소혜,1999-07-19,,,,South Korea,,,,Seoul,,I.O.I,F,27.0
Sohyun,Kwon Sohyun,권소현,소현,1994-08-30,4minute,15/06/2009,Cube,South Korea,,162.0,,Seoul,,,F,32.0
Sojin,Jo Sojin,조소진,소진,1991-10-11,9Muses,12/08/2010,Star Empire,South Korea,,170.0,47.0,Gwangju,9MUSES A,,F,35.0
Sojin,Park Sojin,박소진,소진,1986-05-21,Girl's Day,9/07/2010,DreamT,South Korea,,167.0,47.0,Daegu,,,F,40.0
Sojin,Hong Sojin,홍소진,소진,1999-09-24,Hash Tag,11/10/2017,LUK,South Korea,,163.0,,,,,F,27.0
Sojung,Lee Sojung,이소정,소정,1993-09-03,Ladies' Code,7/03/2013,Polaris,South Korea,,,,Wonju,,,F,33.0
Solar,Kim Yongsun,김용선,솔라,1991-02-21,Mamamoo,18/06/2014,RBW,South Korea,,163.0,43.0,Seoul,,,F,35.0
Solbin,Ahn Solbin,안솔빈,솔빈,1997-08-19,LABOUM,27/08/2014,NH,South Korea,,169.0,52.0,Ojeonggu,,,F,29.0
Solji,Heo Solji,허솔지,솔지,1989-01-10,EXID,16/02/2012,Yedang,South Korea,,170.0,,Seongnam,,,F,37.0
Somi,Jeon Somi,전소미,소미,2001-03-09,,,,South Korea,Canada,,,Ontario,,I.O.I,F,25.0
Somin,Jang Somin,장소민,소민,1993-11-10,BADKIZ,24/03/2014,Zoo,South Korea,,,,Gwangmyeon,,,F,33.0
Somin,Jeon Somin,전소민,소민,1996-08-22,KARD,29/03/2007,DSP,South Korea,,,,Seoul,,April,F,30.0
Somyi,Ahn Somyi,안솜이,솜이,2000-01-26,DIA,14/07/2015,MBK,South Korea,,,,Changwon,L.U.B,,F,26.0
Song,Song Yunhyeong,송윤형,송,1995-02-08,iKON,15/09/2015,YG,South Korea,,,,,,,M,31.0
Songhee,Yoon Songhee,윤송희,송희,1998-11-08,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F,28.0
SongSun,Kim Songsun,김송선,송선,1997-03-22,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F,29.0
Songyee,Park Songyee,박송이,송이,2004-09-25,,,,South Korea,,,,,,woo!ah!,F,22.0
Soobin,Choi Soobin,최수빈,수빈,2000-12-05,TXT,4/03/2019,Big Hit,South Korea,,184.0,65.0,,,,M,26.0
Soobin,Park Soobin,박수빈,수빈,1996-09-14,WJSN,25/02/2016,Starship,South Korea,,159.0,,Seoul,WJSN Chocome,,F,30.0
Soodam,Lee Soodam,이수담,수담,1999-11-09,SECRET NUMBER,19/05/2020,Vine,South Korea,,,,,,,F,27.0
Soohyun,Shin Soohyun,신수현,수현,1989-03-11,U-KISS,28/08/2008,NH Media,South Korea,,,,Pocheon,,,M,37.0
Soojin,Seo Soojin,서수진,수진,1998-03-09,,,,South Korea,,,,,,(G)I-DLE,F,28.0
Soojin,Lee Soojin,이수진,수진,2001-12-12,Weeekly,30/07/2020,Play M,South Korea,,165.0,,,,,F,25.0
Soojung,Hwang Soojung,황수정,수정,2001-05-10,Hi-L,11/08/2021,Kpop Live,South Korea,,169.0,47.0,Yongin,,,F,25.0
Soomin,Kim Soomin,김수민,수민,2007-10-03,tripleS,13/02/2023,MODHAUS,South Korea,,158.0,,Daegu,,,F,19.0
Sooyoung,Choi Sooyoung,최수영 ,수영 ,1990-02-10,SNSD,4/08/2021,Good Luck,South Korea,,170.0,48.0,Gwangju,,,F,36.0
Sora,Sakata Sora,사카타 소라,소라,2003-08-30,woo!ah!,15/05/2020,NV,Japan,,,,,,,F,23.0
Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,손,1996-11-18,CLC,19/03/2015,Cube,Thailand,,164.0,,Bangkok,,,F,30.0
Soso,Wang Chingyi,왕징이,소소,2001-03-14,GWSN,5/09/2018,Kiwi Pop,Taiwan,,,,,,,F,25.0
Soul,Haku Shota,하쿠 쇼타,소울,2005-02-01,P1Harmony,28/10/2020,FNC,Japan,,,,,,,M,21.0
Sowon,Kim Sojung,김소정,소원,1995-12-07,Gfriend,15/01/2015,Source,South Korea,,172.0,,Seoul,,,F,31.0
Sowon,Nam Soeun,남소은,소원,2004-12-13,TRACER,3/04/2022,Gleamedia,South Korea,,,,,,,F,22.0
Soyee,Jang Sojin,장소진,소이,1996-11-21,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F,30.0
Soyeon,Park Soyeon,박소연,소연,1987-10-05,,,,South Korea,,163.0,46.0,Andong,,T-ara,F,39.0
Soyeon,Jeon Soyeon,전소연,소연,1998-08-26,(G)I-DLE,2/05/2018,Cube,South Korea,,157.0,42.0,,,,F,28.0
Soyeon,Jung Soyeon,정소연,소연,1994-05-04,LABOUM,27/08/2014,NH,South Korea,,161.0,44.0,Gwangju,,,F,32.0
Soyou,Kang Jihyun,강지현,소유,1992-02-12,SISTAR,6/03/2010,Starship,South Korea,,,,,,,F,34.0
Soyoung,Yoo Soyoung,유소영,소영,1996-03-29,,,,South Korea,,,,Seoul,,After School,F,30.0
Soyul,Park Hyekyeong,박혜경,소율,1991-05-15,Crayon Pop,18/07/2012,Chrome,South Korea,,160.0,,Seoul,,,F,35.0
St. Van,Lee Geumhyuk,이금혁,세인트 반,1991-12-22,VAV,31/10/2015,A team,South Korea,,182.0,70.0,,,,M,35.0
Steve,Lim Dohyun,임도현,스티브,2002-03-09,YOUNITE,20/04/2022,Brand New,South Korea,USA,,,Los Angeles,,,M,24.0
Steven,Kim Steven,킴 스티븐,스티븐,2000-01-17,Luminous,9/09/2021,Barunson,South Korea,Australia,176.0,57.0,Sydney,,,M,26.0
Sua,Yoo Sua,유수아,수아,2005-07-23,CSR,27/07/2022,A2Z,South Korea,,,,Anyang,,,F,21.0
Sua,Kim Bora,김보라,수아,1994-08-10,Dreamcatcher,13/01/2017,Happy Face,South Korea,,164.0,,Changwon,,Minx,F,32.0
Sua,Yang Sua,양수아,수아,1995-03-24,Hash Tag,11/10/2017,LUK,South Korea,,169.0,,Gwangju,,,F,31.0
Sua,Choi Sooah,최수아,수아,2003-02-24,Pixy,24/02/2021,ALLART,South Korea,,162.0,44.0,,,,F,23.0
Subin,Park Subin,박수빈,수빈,1994-02-12,Dal Shabet,3/01/2011,Happy Face,South Korea,,,,Gwangju,,,F,32.0
Subin,Oh Subin,오수빈,수빈,1998-09-30,Hash Tag,11/10/2017,LUK,South Korea,,172.0,,,,,F,28.0
Subin,Jung Subin,정수빈,수빈,1999-04-05,VICTON,9/11/2016,Plan A,South Korea,,,,,,,M,27.0
Suga,Min Yoongi,민윤기,슈가,1993-03-09,BTS,13/06/2013,Big Hit,South Korea,,176.0,59.0,Daegu,,,M,33.0
Sugyeong,Jo Sugyeong,조수경,수경,2000-01-12,Favorite,5/07/2017,Astory,South Korea,,,,Haenam,,,F,26.0
Suho,Kim Junmyeon,김준면,수호,1991-05-22,EXO,8/04/2012,SM,South Korea,,173.0,65.0,Seoul,,,M,35.0
Suhye,Kim Suhye,김수혜,수혜,2004-12-13,LIMELIGHT,17/02/2023,143,South Korea,,158.0,40.0,Incheon,,,F,22.0
Suhyeon,Kim Suhyun,김수현,수현,2000-01-15,Billlie,10/11/2021,MYSTIC,South Korea,,161.0,45.0,Daegu,,,F,26.0
Suhyeon,Kim Seunghyun,김승현,수현,1988-04-19,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,1PS,F,38.0
Suhyun,Choi Hyunggeun,최형근,수현,1992-10-01,SNUPER,16/11/2015,Widmay,South Korea,,,,Bucheon,,,M,34.0
Suil,Ma Suil,마수일,수일,1999-03-30,Luminous,9/09/2021,Barunson,South Korea,,170.0,50.0,Gwangju,,,M,27.0
Sujeong,Ryu Sujeong,류수정,수정,1997-11-19,Lovelyz,17/11/2014,Woollim,South Korea,,168.0,48.0,Daejeon,,,F,29.0
Suji,Lee Suji,이수지,수지,1998-03-20,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Busan,,The Ark,F,28.0
Sujin,Bang Sujin,방수진,수진,1996-06-26,Wassup,7/08/2013,Mafia,South Korea,,,,,,,F,30.0
Sukjun,Lee Sukjun,이석준,석준,2000-01-31,ABLUE,23/10/2022,J-Star,South Korea,,183.0,65.0,,,ANTARES,M,26.0
Sulli†,Choi Jinri,최진리,설리,1994-03-29,,,,South Korea,,,,Busan,,f(x),F,32.0
Sullyoon,Seol Yoona,설윤아,설윤,2004-01-26,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F,22.0
Sumin,Park Sumin,박수민,수민,2001-09-09,Dreamnote,7/11/2018,iME,South Korea,,166.0,46.0,,,,F,25.0
Sumin,Ji Sumin,지수민,수민,1994-03-03,Sonamoo,29/12/2014,TS,South Korea,,168.0,,Yongin,,,F,32.0
Sumin,Bae Sumin,배수민,수민,2001-03-13,STAYC,12/11/2020,Hi-Up,South Korea,,159.0,46.0,Pohang,,,F,25.0
Sumin,Choi Sumin,최수민,수민,2004-04-07,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M,22.0
Sun J,Jeon Heesun,전희선,썬제이,2001-02-13,Girlkind,16/01/2018,Nextlevel,South Korea,,,165.0,,,,F,25.0
Sungah,Son Sungah,손성아,성아,1989-07-08,9Muses,12/08/2010,Star Empire,South Korea,Fiji,172.0,48.0,Suma,,,F,37.0
Sungchan,Jung Sungchan,정성찬,성찬,2001-09-13,NCT,9/04/2016,SM,South Korea,,,,,NCT U,,M,25.0
Sunghoon,Park Sunghoon,박성훈,성훈,2002-12-08,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M,24.0
Sunghyuk,Seo Sunghyuk,서성혁,성혁,1999-08-26,,,,South Korea,,170.0,,,,,M,27.0
Sunghyun,Kim Sunghyun,김성현,성현,1996-03-16,IN2IT,27/01/2016,Star Empire,South Korea,,186.0,71.0,,,,M,30.0
Sungjae,Yook Sungjae,육성재,성재,1995-05-02,BtoB,21/03/2012,Cube,South Korea,,180.0,68.0,Yongin,Big Byung,,M,31.0
Sungjin,Park Sungjin,박성진,성진,1993-01-16,DAY6,7/09/2015,JYP,South Korea,,,,,,,M,33.0
Sungjong,Lee Sungjong,이성종,성종,1993-09-03,Infinite,9/06/2010,Woollim,South Korea,,177.0,54.0,Gwangju,Infinite F,,M,33.0
Sungjoo,Kim Sungjoo,김성주,성주,1994-02-16,UNIQ,20/10/2014,Yuehua,South Korea,,180.0,65.0,,,,M,32.0
Sungjun,Lee Sungjun,이성준,성준,2002-06-15,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M,24.0
Sungjun,Park Sungjun,박성준,성준,1992-12-17,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,175.0,55.0,Ansan,,,M,34.0
Sungjun,Oh Sungjun,오성준,성준,2005-08-30,TNX,17/05/2022,P NATION,South Korea,,,,Ulsan,,,M,21.0
Sungkyu,Kim Sungkyu,김성규,성규,1989-04-28,Infinite,9/06/2010,Woollim,South Korea,,178.0,62.0,Jeonju,,,M,37.0
Sungmin,Oh Sungmin,오성민,성민,1990-12-31,Bigflo,19/07/2014,HO,South Korea,,,,,,,M,36.0
Sungmin,Lee Sungmin,이성민,성민,1986-01-01,Super Junior,6/11/2005,SM,South Korea,,175.0,57.0,Gyeonggi,Super Junior-M,,M,40.0
Sungoh,Yoo Sungoh,유성오,성오,1991-01-08,,,,South Korea,,,,,,24K,M,35.0
Sungwoon,Ha Sungwoon,하성운,성운,1994-03-22,Wanna One,7/08/2017,YMC,South Korea,,,,Goyang,HOTSHOT,,M,32.0
Sungyeol,Lee Sungyeol,이성열,성열,1991-08-27,Infinite,9/06/2010,Woollim,South Korea,,183.0,59.0,Yongin,Infinite F,,M,35.0
Sungyeon,Bae Sungyeon,배성연,성연,1999-05-25,Pristin,21/03/2017,Pledis,USA,South Korea,,,California,,,F,27.0
Sunhwa,Han Sunhwa,한선화,선화,1990-10-06,,,,South Korea,,,,Busan,,SECRET,F,36.0
Sunmi,Lee Sunmi,이선미,선미,1992-05-02,Wonder Girls,13/02/2007,JYP,South Korea,,167.0,,Iksan,,,F,34.0
Sunn,Hwang Jiwon,황지원,선,2000-02-07,,,,South Korea,,,,Jincheon,,Good Day| Cignature,F,26.0
Sunny,Lee Sunkyu,이순규 ,써니,1989-05-15,SNSD,4/08/2021,Good Luck,South Korea,,158.0,43.0,California,,,F,37.0
Sunoo,Kim Sunwoo,김선우,선우,2003-06-24,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M,23.0
Sunshine,Kim Minjung,김민정,선샤인,2002-06-20,NATURE,3/08/2018,n.CH,South Korea,,,,,,,F,24.0
Sunwoo,Choi Sunwoo,최선우,선우,1992-03-12,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,183.0,65.0,Seoul,,,M,34.0
Sunwoo,Kim Sunwoo,김선우,선우,2000-04-12,The Boyz,31/12/2017,Cre.Ker,South Korea,,177.0,64.0,,,,M,26.0
Sunyoul,Seon Yein,선예인,선율,1996-11-06,UP10TION,10/09/2015,TOP Media,South Korea,,,,Wando,,,M,30.0
Suri,Kang Suri,강수리,수리,1994-10-11,CHECKMATE,19/06/2012,Yedang,South Korea,,168.0,,,,,F,32.0
Surin,Kim Surin,김수린,수린,1991-12-27,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F,35.0
Suwoong,Lee Suwoong,이수웅,수웅,1995-01-20,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,174.0,56.0,,,,M,31.0
Suyeon,Ji Suyeon,지수연,수연,1997-04-20,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F,29.0
Suyun,Kim Suyun,김수윤,수윤,2001-03-17,Rocket Punch,7/08/2019,Woollim,South Korea,,169.0,52.0,,,,F,25.0
Suzy,Kim Suji,김수지,수지,2001-06-03,MAJORS,9/03/2021,ANS,South Korea,,164.0,45.0,,,,F,25.0
Suzy,Bae Suji,배수지,수지,1994-10-10,miss A,1/07/2010,JYP,South Korea,,168.0,,Gwangju,,,F,32.0
Swan,Kim Suan,김수안,수안,2000-12-28,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,,,,F,26.0
Swan,Park Soojin,박수진,수안,2003-07-11,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F,23.0
Sya,Lee Junyoung,이준영,샤,2002-09-09,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,24.0
T.O.P,Choi Seunghyun,최승현,탑,1987-11-04,BIGBANG,19/08/2006,YG,South Korea,,180.0,65.0,Seoul,GD&TOP,,M,39.0
Taecyeon,Ok Taecyeon,옥택연,택연,1988-12-27,2PM,4/07/2008,JYP,South Korea,,185.0,76.0,Busan,,,M,38.0
Taedong,Kim Taedong,김태동,태동,1997-11-07,OMEGA X,17/10/2016,JT Corea,South Korea,,177.0,61.0,,,GIDONGDAE,M,29.0
Taeeun,Moon Taeeun,문태은,태은,2000-02-09,IM,4/04/2022,FC ENM,South Korea,,175.0,,,,,M,26.0
Taeha,Yoo Taeha,유태하,태하,1995-10-05,,,,South Korea,,162.0,,,,Berry Good,F,31.0
Taeha,Kim Taeha,김태하,태하,1998-06-03,,,,South Korea,,,,Jeonju,,MOMOLAND,F,28.0
Taeheon,Kim Taeheon,김태헌,태헌,1989-06-18,ZE:A,7/01/2010,Star Empire,South Korea,,,,Gwangju,,,M,37.0
Taehun,Lee Taehoon,이태훈,태훈,2000-03-21,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,26.0
Taehun,Choi Taehun,최태훈,태훈,2002-11-19,TNX,17/05/2022,P NATION,South Korea,,,,Incheon,,,M,24.0
Taehyun,Nam Taehyun,남태현,태현,1994-05-10,,,,South Korea,,,,Hanam,,WINNER,M,32.0
Taehyun,Noh Taehyun,노태현,태현,1993-10-15,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,Seoul,JBJ,,M,33.0
Taehyun,Kang Taehyun,강태현,태현,2002-02-05,TXT,4/03/2019,Big Hit,South Korea,,,,,,,M,24.0
Taeil,Lee Taeil,이태일,태일,1990-09-24,Block B,15/04/2011,KQ,South Korea,,167.0,57.0,Seoul,,,M,36.0
Taeil,Moon Taeil,문태일,태일,1994-06-14,NCT,9/04/2016,SM,South Korea,,171.0,60.0,Seoul,NCT U| NCT 127,,M,32.0
Taekhyeon,Jung Taekhyeon,정택현,택현,2003-07-28,1the9,9/02/2019,MBK,South Korea,,178.0,66.0,Gunpo,,,M,23.0
Taemin,Lee Taemin,이태민,태민,1993-07-18,SHINee,25/05/2008,SM,South Korea,,177.0,53.0,Seoul,SuperM,,M,33.0
Taera,Lee Yujin,이유진,태라,1994-04-12,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,161.0,,Incheon,,,F,32.0
Taerae,Kim Taerae,김태래,태래,2002-09-05,TEMPEST,2/03/2022,Yuehua,South Korea,,,,,,,M,24.0
Taeryeong,Lim Jeongmin,임정민,태령,2000-12-27,LUNARSOLAR,2/09/2020,J Planet,South Korea,,,,,,,F,26.0
Taeseon,Yang Taeseon,양태선,태선,2000-09-17,TRCNG,10/10/2017,TS,South Korea,,182.0,,,,,M,26.0
Taesung,Lee Taesung,이태승,태승,2003-12-19,,,,South Korea,,184.0,64.0,,TEEN TEEN,Ghost9,M,23.0
Taewoong,Yoo Taewoong,유태웅,태웅,1994-05-24,SNUPER,16/11/2015,Widmay,South Korea,Japan,,,,,,M,32.0
Taeyang,Dong Youngbae,동영배,태양,1988-05-18,BIGBANG,19/08/2006,YG,South Korea,,174.0,56.0,Uljeongbu,,,M,38.0
Taeyang,Yoo Taeyang,유태양,태양,1997-02-28,SF9,5/10/2016,FNC,South Korea,,,,,,,M,29.0
Taeyeon,Kim Taeyeon,김태연,태연,1989-03-09,SNSD,4/08/2021,Good Luck,South Korea,,160.0,44.0,Jeonju,TTS| Oh!GG,,F,37.0
Taeyong,Lee Taeyong,이태용,태용,1995-07-01,NCT,9/04/2016,SM,South Korea,,,,,NCT U| NCT 127|SuperM,,M,31.0
Taeyoung,Kim Taeyoung,김태영,태영,1999-06-18,7 O'clock,26/08/2014,Jungle,South Korea,,,,,,,M,27.0
Taeyoung,Kim Taeyoung,김태영,태영,2003-01-27,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M,23.0
TAG,Yeom Taekyun,염태균,태그,2002-09-30,Ciipher,15/03/2021,Rain,South Korea,,176.0,54.0,,,,M,24.0
TAG,Son Youngtaek,손영택,태그,1998-04-13,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,28.0
Takuya,Terada Takuya,테라다 타쿠야,타쿠야,1992-03-18,CROSS GENE,8/07/2012,Amuse,Japan,,187.0,68.0,Moriya,,,M,34.0
Tan,Choi Seokwon,최석원,탄,1996-08-25,Ciipher,15/03/2021,Rain,South Korea,,184.0,75.0,,,,M,30.0
Tao,Hwang Zitao,황자도,타오,1993-05-02,,,,China,,183.0,70.0,Qingdao,,EXO,M,33.0
Taro,Choi Wonjin,최원진,타로,1994-11-09,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M,32.0
Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,텐,1996-02-27,NCT,9/04/2016,SM,Thailand,,,,Bangkok,NCT U|SuperM,,M,30.0
Teo,Jang Sungsik,장성식,테오,1997-10-22,DKB,3/02/2020,Brave,South Korea,,177.0,64.0,,,,M,29.0
Terry,Han Dasom,한다솜,테리,1998-02-02,,,,South Korea,,,,,,NeonPunch,F,28.0
The8,Xu Minghao,쉬밍하오,디에잇,1997-11-07,Seventeen,26/05/2015,Pledis,China,,175.0,53.0,Anshan,,,M,29.0
Theo,Choi Taeyang,최태양,태오,2001-07-01,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M,25.0
Thunder,Park Sanghyun,박상현,천둥,1990-10-07,,,,South Korea,,,,Busan,,MBLAQ,M,36.0
Tiffany,Hwang Miyoung,황미영,티파니,1989-08-01,SNSD,4/08/2021,Good Luck,South Korea,USA,163.0,50.0,San Francisco,TTS,,F,37.0
Timoteo,Kim Moongyu,김문규,티모테오,1993-01-25,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M,33.0
Tina,Christine Joy Park,크리스틴 조이 박,티나,1994-09-01,Blady,16/05/2011,Star Planet,USA,South Korea,,,Los Angeles,,,F,32.0
Tsuki,Fukutomi Tsuki,후쿠토미 츠키,츠키,2002-09-21,Billlie,10/11/2021,MYSTIC,Japan,,,,,,,F,24.0
Tzuyu,Chou Tzuyu,저우쯔위,쯔위,1999-06-14,Twice,20/10/2015,JYP,Taiwan,,169.0,,Tainan,,,F,27.0
U,Sun Hengyu,쑨헝위,유,2001-06-22,BLANK2Y,24/05/2022,Keystone,China,,,,,,,M,25.0
U,Mizuguchi Yuto,미즈구치 유토,유,1999-03-16,ONF,2/08/2017,WM,Japan,,,,Osaka,,,M,27.0
Uchae,Yu Hyejun,유혜준,유채,2002-05-07,NATURE,3/08/2018,n.CH,South Korea,,,,,,,F,24.0
Uee,Kim Yujin,김유진,유이,1988-04-09,,,,South Korea,,,,Daegu,,After School,F,38.0
Uji,Jang Yuji,정유지,유지,1991-01-02,,,,South Korea,,,,,,EXID| BESTie,F,35.0
U-Know Yunho,Jung Yunho,정윤호,유노윤호,1986-02-06,TVXQ,6/09/1995,MBK| Turbo Co.,South Korea,,,,Gwangju,,,M,40.0
U-Kwon,Kim Yukwon,김유권,유권,1992-04-09,Block B,15/04/2011,KQ,South Korea,,176.0,63.0,Suwon,Bastarz,,M,34.0
Umji,Kim Yewon,김예원,엄지,1998-08-19,VIVIZ,9/02/2022,Big Planet Made,South Korea,,163.0,,Incheon,,Gfriend,F,28.0
U-Si,Yoo Jiyeon,윤지연,유시,1997-11-13,BADKIZ,24/03/2014,Zoo,South Korea,,,,Iksan,,,F,29.0
V,Kim Taehyung,김태형,뷔,1995-12-30,BTS,13/06/2013,Big Hit,South Korea,,179.0,62.0,Daegu,,,M,31.0
Vahn,Kim Jungwoo,김정우,반,1999-05-07,NINE.i,30/03/2022,FirstOne,South Korea,,175.0,58.0,,,,M,27.0
Vari,Jae Hyun,재현,베리,2000-09-03,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,26.0
Vernon,Choi Hansol,최한솔,버논,1998-02-18,Seventeen,26/05/2015,Pledis,USA,South Korea,176.0,56.0,New York,,,M,28.0
Via,Kim Via,김비아,비아,2000-08-17,FANATICS,6/08/2019,FENT,South Korea,,165.0,46.0,Busan,,,F,26.0
Victoria,Song Qian,송치엔,빅토리아,1987-02-02,f(x),5/09/2009,SM,China,,168.0,45.0,Qingdao,,,F,39.0
Viki,Kang Eunhye,강은혜,비키,1988-03-28,,,,South Korea,,,,Seoul,,Dal Shabet,F,38.0
Vita,Kim Jimin,김지민,비타,2000-02-03,MAJORS,9/03/2021,ANS,South Korea,,168.0,54.0,,,,F,26.0
Vivi,Wong Viian,황가희,비비,1996-12-09,LOONA,20/08/2018,Blockberry,Hong Kong,,,,Hong Kong,Loona 1/3,,F,30.0
Vivian,Park Sunghee,박성희,비비안,1998-12-08,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,,,,,,F,28.0
Way,Heo Minsun,허민선,웨이,1990-07-12,Crayon Pop,18/07/2012,Chrome,South Korea,,161.0,,Seoul,,,F,36.0
Wei,Lee Sungjun,이성준,웨이,1996-07-08,UP10TION,10/09/2015,TOP Media,South Korea,,,,Seoul,,,M,30.0
Wendy,Son Seunghwan,손승완,웬디,1994-02-21,Red Velvet,1/08/2014,SM,South Korea,,160.0,,Seoul,,,F,32.0
Wenhan,Li Wenhan,리원한,원한,1994-07-22,UNIQ,20/10/2014,Yuehua,China,,180.0,64.0,,,,M,32.0
Wheein,Jung Wheein,정휘인,휘인,1995-04-17,Mamamoo,18/06/2014,RBW,South Korea,,162.0,43.0,Jeonju,,,F,31.0
Win,Bang Junhyuk,방준혁,윈,2004-12-19,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M,22.0
Windy,Park Jinju,박진주,윈디,2000-02-23,Girls' World,20/06/2002,Liz,South Korea,,155.0,,Daejeon,,,F,26.0
WinL,Yang Seungho,양승호,윈엘,1996-06-16,ABLUE,23/10/2022,J-Star,South Korea,,177.0,68.0,Paju,,BECZ,M,30.0
Winnie,Pattipong Kasemsant,파티퐁 카셈산트,위니,1998-11-18,NINE.i,30/03/2022,FirstOne,Thailand,,,,,,,M,28.0
Winter,Kim Minjung,김민정,윈터,2001-01-01,aespa,17/11/2020,SM,South Korea,,,,Yangsan,,,F,25.0
Winwin,Dong Sicheng,뚱쓰청,윈윈,1997-10-28,NCT,9/04/2016,SM,China,,,,Zhejiang,NCT 127,,M,29.0
Wish,Kwak Dawit,곽다윗,위시,2002-06-11,EPEX,8/06/2021,C9,South Korea,,184.0,69.0,,,,M,24.0
Won,Park Sungwon,박성원,성원,2003-12-18,Ciipher,15/03/2021,Rain,South Korea,,177.0,58.0,Seoul,,1the9,M,23.0
Won Bin,Won Bin,원빈,원빈,2004-07-01,ATBO,27/07/2022,IST,South Korea,,183.0,,Gyeonggi,,,M,22.0
Won Hyuk,Won Hyuk,원혁,원혁,2002-02-22,E'LAST,9/06/2020,E Entertainment,South Korea,,181.0,63.0,,,,M,24.0
Wonchae,Hwang Chaewon,황채원,원채,2002-12-22,Queenz Eye,24/10/2022,Big Mountain,South Korea,,163.0,,Incheon,,,F,24.0
Woncheol,Jung Woncheol,정원철,원철,1996-01-12,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M,30.0
Wondae,Seol Wondae,설원대,원대,1998-04-28,Dongkiz,24/04/2019,Dongyo,South Korea,,180.0,63.0,,,,M,28.0
Wonho,Shin Hoseok,신호석,원호,1993-03-01,,,,South Korea,,,,Anyang,,MONSTA X,M,33.0
Wonjin,Ham Wonjin,함원진,원진,2001-03-22,CRAVITY,14/04/2020,Starship,South Korea,,174.0,57.0,,,,M,25.0
Wonjin,Won Jin,원진,원진,2003-01-01,GIDONGDAE,3/04/2013,Simtong,South Korea,,,,,,,M,23.0
Wonjun,Jeong Wonjun,정원준,원준,1998-07-21,ABLUE,23/10/2022,J-Star,South Korea,,187.0,73.0,,,ZPZG,M,28.0
Wonjun,Lee Wonjun,이원준,원준,2002-03-08,E'LAST,9/06/2020,E Entertainment,South Korea,,,,,,,M,24.0
Wonpil,Kim Wonpil,김원필,원필,1994-04-28,DAY6,7/09/2015,JYP,South Korea,,,,,,,M,32.0
Wontak,Ju Wontak,주원탁,원탁,1996-02-24,,,,South Korea,,178.0,,,,RAINZ,M,30.0
Wonwoo,Jeon Wonwoo,전원우,원우,1996-07-17,Seventeen,26/05/2015,Pledis,South Korea,,180.0,57.0,Changwon,,,M,30.0
Wony,Ahn Seungwon,안승원,워니,2004-10-04,We;Na,5/09/2022,Shine E&M,South Korea,,155.0,,,,,F,22.0
